,Year,Area,Date,Road,Municipality Name,County Name,Province Name,Fatalties,Serious Injuries,Light Injuries,Units Involved,Pedestrains Involved,Bicycles Involved,Mopeds Involved,Motorcycles,Light Vehicles Involved,Heavy Vehicles Involved,Other Units Involved,Unspecified Units Involved,Road Speed Limit,Accident with Hit and Run,Fog Presence,Surrounding Environment,Special Lane Presence,Special Traffic Measures,Weather Conditions,Special Road Functions,Severity of Accident,Influence of Fog,Influence of Environment,Influence of Traffic,Influence of Weather,Influence of Wind Intensity,Influence of Lighting,Influence of Special Measures,Influence of Road Objects,Influence of Road Surface,Influence of Visibility,Intersection Characteristics,Lighting Conditions,Traffic Regulation and Priority,Direction of Road,Subtype of Accident,Subtype of Road Section,Subzone within Area,Road Surface Conditions,Type of Road,Road Ownership,Wind Conditions,Day of the Week Grouping,Hour of Day,Time of Day Grouping,Type of Accident,Day,Month
7262,2016,1,2016-09-10,SE,LLEIDA,Segria,2,0,1,0,2,0,0,0,1,1,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,1,5,4,0,Envestida (frontal lateral),2,2,2,5,-1,2,0,1.0,2,2,10,9
7263,2016,0,2016-12-21,B-142,SENTMENAT,Valles Occidental,3,1,0,0,3,0,0,0,1,1,1,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Caiguda en la via,-1,1,2,4,-1,2,1,9.3,0,0,21,12
7264,2016,0,2016-10-26,BV-2242,PIERA,Anoia,3,0,1,1,2,0,0,0,0,2,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Col·lisió frontal,-1,1,2,4,3,2,1,15.27,1,2,26,10
7265,2016,0,2016-12-22,N-340,AMPOSTA,Montsia,0,2,0,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Envestida (frontal lateral),-1,1,2,4,1,2,1,13.36,0,2,22,12
7266,2016,0,2016-04-27,N-340,RODA DE BARA,Tarragones,0,1,0,1,2,0,0,0,0,1,1,0,0,70.0,0.0,0,3,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,Col·lisió frontal,-1,1,2,4,1,2,1,20.46,1,2,27,4
7267,2016,1,2016-11-15,SE,IGUALADA,Anoia,3,0,1,0,2,1,0,0,0,1,0,0,0,50.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,1,4,3,1,Atropellament,1,2,2,5,-1,2,1,10.2,0,3,15,11
7268,2016,1,2016-02-03,SE,REUS,Baix Camp,0,0,1,0,2,1,0,0,0,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Atropellament,-1,2,2,5,-1,2,1,19.2,1,3,3,2
7269,2016,0,2016-03-01,C-17,"MASIES DE VOLTREGA,LES",Osona,3,0,1,0,1,0,0,0,0,1,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Resta sortides de via,-1,1,2,4,3,2,1,13.05,0,1,1,3
7270,2016,0,2016-07-11,C-25,ARBUCIES,Selva,1,0,1,0,2,0,0,0,0,1,1,0,0,80.0,0.0,0,0,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Xoc contra objecte/obstacle sense sortida prèvia de via,-1,1,2,4,2,2,1,14.18,1,4,11,7
7271,2016,1,2016-05-13,SE,BARCELONA,Barcelones,3,0,1,1,3,1,0,1,1,0,0,0,0,100.0,1.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,3,1,Atropellament,1,2,2,5,-1,2,1,13.4,0,3,13,5
7272,2016,0,2016-03-31,N-141e,BESCANO,Girones,1,0,1,0,1,0,0,0,1,0,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Resta sortides de via,-1,1,2,4,0,2,1,12.22,0,1,31,3
7273,2016,1,2016-07-09,B-522,MANLLEU,Osona,3,0,1,0,2,0,0,0,0,2,0,0,0,90.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,1,4,5,0,Xoc contra objecte/obstacle sense sortida prèvia de via,0,0,2,4,-1,2,0,17.23,1,4,9,7
7274,2016,1,2016-08-24,SE,SANT BOI DE LLOBREGAT,Baix Llobregat,3,0,1,0,1,0,0,0,1,0,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,0,5,-1,1,Sortida de via amb bolcada,-1,2,2,5,-1,2,1,21.22,1,1,24,8
7275,2016,1,2016-08-19,SE,MATARO,Maresme,3,0,1,0,1,0,0,0,0,1,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,-1,0,0,0,0,0,0,0,0,1,5,3,-1,Xoc contra objecte/obstacle sense sortida prèvia de via,2,2,2,5,-1,2,1,5.38,2,4,19,8
7276,2016,1,2016-04-30,SE,CASTELLDEFELS,Baix Llobregat,3,0,1,0,2,1,0,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Atropellament,-1,2,2,5,-1,2,0,13.2,0,3,30,4
7277,2016,1,2016-05-16,SE,CALAFELL,Baix Penedes,0,0,1,0,2,1,0,0,0,1,0,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,1,4,2,1,Atropellament,2,2,2,5,-1,2,1,17.0,1,3,16,5
7278,2016,0,2016-07-07,C-65,LLAMBILLES,Girones,1,0,1,1,2,0,0,0,0,2,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Envestida (frontal lateral),-1,1,2,4,2,2,1,13.45,0,2,7,7
7279,2016,1,2016-10-08,SE,IGUALADA,Anoia,3,0,1,0,2,0,0,1,0,1,0,0,0,50.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,-1,-1,0,0,-1,0,0,0,0,0,1,4,5,1,Envestida (frontal lateral),1,2,2,5,-1,2,0,18.24,1,2,8,10
7280,2016,1,2016-01-03,SE,BARCELONA,Barcelones,3,0,1,1,2,0,0,0,1,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,3,1,Fregament o col·lisió lateral,2,2,2,5,-1,2,0,21.08,1,2,3,1
7281,2016,1,2016-05-02,SE,BARCELONA,Barcelones,3,0,1,0,2,1,0,0,0,0,1,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,3,1,Atropellament,2,2,2,5,-1,2,1,18.35,1,3,2,5
7282,2016,1,2016-09-21,SE,REUS,Baix Camp,0,0,1,0,2,1,0,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,3,1,Atropellament,3,2,2,5,-1,2,1,21.58,1,3,21,9
7283,2016,1,2016-05-06,SE,REUS,Baix Camp,0,0,1,1,2,0,0,0,1,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Envestida (frontal lateral),-1,2,2,5,-1,2,0,18.5,1,2,6,5
7284,2016,0,2016-01-02,BV-2421,"PALMA DE CERVELLO, LA",Baix Llobregat,3,0,1,2,2,0,0,0,0,2,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,Col·lisió frontal,-1,1,2,4,3,2,0,8.48,0,2,2,1
7285,2016,1,2016-09-07,SE,BARCELONA,Barcelones,3,0,1,1,2,1,0,0,1,0,0,0,0,100.0,0.0,0,-1,Carril bus,-1.0,3,3,1,0,0,1,0,0,0,0,0,0,1,0,4,-1,1,Atropellament,-1,2,2,5,-1,2,1,13.29,0,3,7,9
7286,2016,1,2016-06-29,SE,SANT FELIU DE LLOBREGAT,Baix Llobregat,3,0,1,0,2,1,0,0,0,1,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,-1,-1,0,0,-1,0,0,0,0,0,1,4,2,-1,Atropellament,2,2,2,5,-1,2,1,9.3,0,3,29,6
7287,2016,1,2016-11-11,SE,BADALONA,Barcelones,3,0,1,2,2,0,0,0,0,2,0,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,1,5,4,-1,Envestida (frontal lateral),2,2,2,5,-1,2,0,18.2,1,2,11,11
7288,2016,0,2016-06-30,TP-2031,"CATLLAR, EL",Tarragones,0,0,1,0,2,0,0,0,1,1,0,0,0,50.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,Envestida (frontal lateral),-1,1,2,4,3,2,1,22.0,2,2,30,6
7289,2016,0,2016-05-31,AL,ALAS I CERC,Alt Urgell,2,0,1,0,1,0,1,0,0,0,0,0,0,30.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,4,-1,1,Caiguda en la via,-1,1,3,0,0,2,1,19.31,1,0,31,5
7290,2016,1,2016-12-18,SE,TERRASSA,Valles Occidental,3,0,2,0,2,0,0,1,1,0,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Fregament o col·lisió lateral,-1,2,2,5,-1,2,0,20.4,1,2,18,12
7291,2016,0,2016-04-03,C-58,RIPOLLET,Valles Occidental,3,0,1,0,1,0,0,0,0,1,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,4,1,Resta sortides de via,1,1,2,4,2,2,0,2.02,2,1,3,4
7292,2016,1,2016-04-28,SE,REUS,Baix Camp,0,0,1,1,3,0,2,0,0,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,4,-1,-1,Envestida (frontal lateral),-1,2,2,5,-1,2,1,16.5,1,2,28,4
7293,2016,1,2016-06-08,SE,GRANOLLERS,Valles Oriental,3,0,1,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,5,1,Col·lisió frontal,2,2,2,5,-1,2,1,14.09,1,2,8,6
7294,2016,0,2016-04-15,C-26,CERCS,Bergueda,3,0,1,2,2,0,0,0,0,1,1,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,Col·lisió frontal,-1,1,2,4,2,2,0,19.29,1,2,15,4
7295,2016,0,2016-05-20,N-II,MONTGAT,Maresme,3,0,1,0,2,0,0,0,1,1,0,0,0,90.0,0.0,0,-1,Sense Especificar,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,4,-1,Altres,0,1,2,4,4,2,0,19.14,1,5,20,5
7296,2016,1,2016-11-24,SE,HOSPITALET DE LLOBREGAT,Barcelones,3,0,1,0,2,0,0,0,1,1,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,-1,0,0,0,0,0,0,0,0,1,4,4,0,Envestida (frontal lateral),1,2,2,5,-1,2,1,7.45,0,2,24,11
7297,2016,1,2016-10-26,SE,GRANOLLERS,Valles Oriental,3,0,1,0,1,0,0,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,Sortida de via amb xoc o col·lisió,0,2,2,5,-1,2,1,16.55,1,1,26,10
7298,2016,1,2016-01-01,SE,TARRAGONA,Tarragones,0,0,1,0,3,0,0,0,0,3,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,0,5,-1,0,Envestida (frontal lateral),-1,2,2,5,-1,2,0,20.06,1,2,1,1
7299,2016,1,2016-07-07,SE,LLORET DE MAR,Selva,1,0,1,0,2,1,0,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,4,-1,0,Atropellament,-1,2,2,5,-1,2,1,18.49,1,3,7,7
7300,2016,1,2016-08-02,SE,MANRESA,Bages,3,0,1,0,2,0,0,1,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,2,1,Envestida (frontal lateral),2,2,2,5,-1,2,1,12.45,0,2,2,8
7301,2016,0,2016-05-02,N-260a,RIPOLL,Ripolles,1,0,1,0,1,0,0,0,1,0,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Resta sortides de via,-1,1,2,4,1,2,1,13.06,0,1,2,5
7302,2016,1,2016-08-19,SE,TERRASSA,Valles Occidental,3,0,1,0,5,0,0,0,0,5,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Envestida (frontal lateral),-1,2,2,5,-1,2,1,7.1,0,2,19,8
7303,2016,1,2016-09-30,SE,TARRAGONA,Tarragones,0,0,1,0,1,0,0,0,1,0,0,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,1,4,3,1,Sortida de via amb bolcada,1,2,2,5,-1,2,1,10.13,0,1,30,9
7304,2016,0,2016-07-20,B-10,BARCELONA,Barcelones,3,0,1,0,3,0,0,0,1,1,1,0,0,80.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,5,-1,0,Fregament o col·lisió lateral,-1,1,2,1,-1,2,1,9.13,0,2,20,7
7305,2016,1,2016-09-29,SE,GIRONA,Girones,1,0,1,0,1,0,0,0,1,0,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,-1,-1,Caiguda en la via,-1,2,2,5,-1,2,1,20.18,1,0,29,9
7306,2016,0,2016-06-08,C-242,CORNUDELLA DE MONTSANT,Priorat,0,0,1,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Caiguda en la via,-1,1,2,4,2,2,1,16.53,1,0,8,6
7307,2016,1,2016-10-13,SE,MANRESA,Bages,3,0,1,0,2,1,0,0,0,1,0,0,0,30.0,0.0,0,2,No n'hi ha,-1.0,1,3,1,0,0,0,1,0,0,0,0,0,0,2,5,2,0,Atropellament,0,2,2,5,-1,2,1,18.3,1,3,13,10
7308,2016,0,2016-04-25,BV-2128,CASTELLVI DE LA MARC,Alt Penedes,3,0,1,0,2,0,2,0,0,0,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,4,4,1,Caiguda en la via,1,1,2,4,2,2,1,8.44,0,0,25,4
7309,2016,1,2016-10-09,SE,CASTELLBISBAL,Valles Occidental,3,0,1,0,1,0,0,1,0,0,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Altres,-1,2,2,5,-1,2,0,3.45,2,5,9,10
7310,2016,1,2016-10-24,SE,BARCELONA,Barcelones,3,0,1,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Encalç,-1,2,2,5,-1,2,1,17.2,1,2,24,10
7311,2016,0,2016-10-30,C-58,CASTELLBELL I EL VIL,Bages,3,0,5,0,2,0,0,0,0,2,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Col·lisió frontal,-1,1,2,4,2,2,0,13.58,0,2,30,10
7312,2016,0,2016-12-20,TV-3022,"PERELLO, EL",Baix Ebre,0,1,0,1,1,0,0,0,0,0,1,0,0,50.0,0.0,0,1,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,Resta sortides de via,-1,1,2,4,2,2,1,22.15,2,1,20,12
7313,2016,1,2016-03-16,SE,BARCELONA,Barcelones,3,0,1,0,2,1,0,0,0,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,1,3,1,0,0,0,0,0,0,0,0,0,1,1,5,3,1,Atropellament,1,2,0,5,-1,2,1,19.4,1,3,16,3
7314,2016,1,2016-09-07,SE,ESPLUGUES DE LLOBREGAT,Baix Llobregat,3,0,1,1,2,0,0,0,1,0,1,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,0,1,5,3,1,Envestida (frontal lateral),2,2,2,5,-1,2,1,21.2,1,2,7,9
7315,2016,1,2016-10-05,SE,MATARO,Maresme,3,0,1,0,2,0,1,0,1,0,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,5,-1,Envestida (frontal lateral),1,2,2,5,-1,2,1,19.22,1,2,5,10
7316,2016,1,2016-09-21,SE,TERRASSA,Valles Occidental,3,0,1,0,2,0,0,1,0,1,0,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Fregament o col·lisió lateral,-1,2,2,5,-1,2,1,8.5,0,2,21,9
7317,2016,0,2016-12-20,C-31,SANT ADRIA DE BESOS,Barcelones,3,0,1,0,2,0,0,0,1,1,0,0,0,80.0,0.0,0,3,No n'hi ha,-1.0,1,3,1,0,0,0,1,0,0,0,0,0,0,2,2,5,0,Encalç,3,1,2,4,2,2,1,8.28,0,2,20,12
7318,2016,1,2016-04-15,N-II,ARENYS DE MAR,Maresme,3,0,1,2,4,0,3,0,0,1,0,0,0,50.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,4,-1,1,Encalç,-1,0,2,4,1,2,1,9.0,0,2,15,4
7319,2016,0,2016-04-28,TV-3454,DELTEBRE,Baix Ebre,0,1,0,0,2,0,0,0,0,1,0,1,0,100.0,0.0,0,1,No n'hi ha,-1.0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,Envestida (frontal lateral),2,1,2,4,2,2,1,16.3,1,2,28,4
7320,2016,1,2016-12-06,SE,ALMENAR,Segria,2,0,1,0,2,0,1,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,5,1,Fregament o col·lisió lateral,2,2,2,5,1,2,1,12.35,0,2,6,12
7321,2016,0,2016-01-21,C-55,SANT JOAN DE VILATOR,Bages,3,0,1,0,2,0,0,0,1,1,0,0,0,40.0,0.0,0,3,Carril d'alentiment,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,4,0,Fregament o col·lisió lateral,0,1,2,4,2,2,1,12.11,0,2,21,1
7322,2016,1,2016-01-11,SE,BARCELONA,Barcelones,3,0,1,1,2,1,0,0,1,0,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,3,1,Atropellament,2,2,2,5,-1,2,1,20.35,1,3,11,1
7323,2016,1,2016-10-29,SE,CASTELLNOU DE BAGES,Bages,3,0,1,0,1,0,0,0,0,0,0,1,0,20.0,0.0,0,-1,Sense Especificar,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Resta sortides de via,-1,2,2,5,-1,2,0,14.21,1,1,29,10
7324,2016,1,2016-09-06,SE,TORRES DE SEGRE,Segria,2,0,1,0,1,0,0,0,0,0,0,1,0,20.0,0.0,0,-1,Sense Especificar,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Altres,-1,2,2,5,-1,2,1,12.49,0,5,6,9
7325,2016,1,2016-08-10,SE,DELTEBRE,Baix Ebre,0,0,1,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,Envestida (frontal lateral),1,2,2,5,-1,2,1,15.3,1,2,10,8
7326,2016,0,2016-05-10,BV-2041,GAVA,Baix Llobregat,3,0,1,0,3,0,1,0,0,2,0,0,0,100.0,0.0,0,3,No n'hi ha,-1.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,Fregament o col·lisió lateral,-1,1,2,4,2,1,1,16.5,1,2,10,5
7327,2016,0,2016-09-08,CR,BELLPUIG,Urgell,2,0,1,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,Col·lisió frontal,-1,1,2,3,0,2,1,15.53,1,2,8,9
7328,2016,0,2016-11-21,BV-1501,CASTELLBISBAL,Valles Occidental,3,0,1,0,2,0,0,0,0,0,2,0,0,40.0,0.0,0,1,No n'hi ha,-1.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,4,-1,1,Envestida (frontal lateral),-1,1,2,4,2,2,1,11.23,0,2,21,11
7329,2016,1,2016-09-06,SE,BARCELONA,Barcelones,3,1,0,0,2,1,0,0,0,0,1,0,0,100.0,0.0,0,-1,Carril bus,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Atropellament,-1,2,2,5,-1,2,1,17.05,1,3,6,9
7330,2016,1,2016-04-11,SE,LLEIDA,Segria,2,0,1,0,2,1,0,0,0,1,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,-1,0,0,0,0,0,0,0,0,0,4,-1,-1,Atropellament,-1,2,2,5,-1,2,1,10.35,0,3,11,4
7331,2016,0,2016-08-14,C-35,"ROCA DEL VALLES, LA",Valles Oriental,3,0,1,3,3,0,0,0,0,3,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Col·lisió frontal,-1,1,2,4,3,2,0,8.15,0,2,14,8
7332,2016,0,2016-05-23,C-15,VALLBONA D'ANOIA,Anoia,3,1,0,1,2,0,0,0,0,1,1,0,0,80.0,0.0,0,3,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,Col·lisió frontal,1,1,2,4,2,2,1,11.36,0,2,23,5
7333,2016,1,2016-01-10,C-152,OLOT,Garrotxa,1,0,1,0,2,1,0,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Atropellament,-1,0,2,4,-1,1,0,15.5,1,3,10,1
7334,2016,0,2016-07-09,L-200,JUNEDA,Garrigues,2,0,1,0,1,0,0,0,0,1,0,0,0,90.0,0.0,0,-1,Sense Especificar,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Resta sortides de via,-1,1,2,4,4,2,0,20.09,1,1,9,7
7335,2016,0,2016-03-15,C-17,MONTCADA I REIXAC,Valles Occidental,3,0,1,0,1,0,0,0,0,1,0,0,0,30.0,0.0,0,2,No n'hi ha,-1.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,0,Resta sortides de via,-1,1,2,4,2,2,1,16.31,1,1,15,3
7336,2016,1,2016-08-06,SE,HOSTALETS DE PIEROLA,Anoia,3,0,1,0,2,1,0,0,0,0,1,0,0,20.0,0.0,0,-1,Sense Especificar,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Atropellament,-1,2,2,5,-1,2,0,10.55,0,3,6,8
7337,2016,1,2016-10-16,SE,CORNELLA DE LLOBREGAT,Baix Llobregat,3,0,1,0,1,0,0,1,0,0,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Altres,-1,2,2,5,-1,2,0,20.25,1,5,16,10
7338,2016,0,2016-06-09,C-14,BASSELLA,Alt Urgell,2,0,1,2,2,0,0,0,0,1,1,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Col·lisió frontal,-1,1,2,4,2,2,1,11.5,0,2,9,6
7339,2016,0,2016-07-23,N-141C,MOIA,Moianès,3,0,5,5,4,0,0,0,0,4,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,Col·lisió frontal,-1,1,2,4,2,2,0,14.5,1,2,23,7
7340,2016,0,2016-04-30,C-37,SANTA MARGARIDA DE M,Anoia,3,0,1,2,2,0,0,0,0,2,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,4,-1,1,Fregament o col·lisió lateral,-1,1,2,4,2,2,0,19.05,1,2,30,4
7341,2016,0,2016-01-21,C-243C,RUBI,Valles Occidental,3,0,1,0,2,0,0,0,1,0,1,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Resta sortides de via,-1,1,2,4,2,2,1,13.47,0,1,21,1
7342,2016,1,2016-01-29,SE,BARCELONA,Barcelones,3,0,1,0,2,1,0,0,0,1,0,0,0,100.0,0.0,0,-1,Carril bus,-1.0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,4,-1,1,Atropellament,-1,2,2,5,-1,2,0,18.1,1,3,29,1
7343,2016,1,2016-02-02,SE,BARCELONA,Barcelones,3,0,1,1,2,0,1,0,1,0,0,0,0,100.0,0.0,0,-1,Carril bici,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,3,0,Envestida (frontal lateral),2,2,2,5,-1,2,1,20.08,1,2,2,2
7344,2016,0,2016-12-27,N-II,PONTOS,Alt Emporda,1,0,1,2,3,0,0,0,0,3,0,0,0,80.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,Fregament o col·lisió lateral,-1,1,2,4,1,2,1,22.04,2,2,27,12
7345,2016,1,2016-09-02,SE,MANRESA,Bages,3,0,1,0,2,0,0,0,0,1,1,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,Altres,2,2,2,5,-1,2,1,14.0,1,5,2,9
7346,2016,0,2016-04-09,C-241d,SARRAL,Conca de Barbera,0,0,1,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,3,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Caiguda en la via,-1,1,2,4,2,2,0,12.1,0,0,9,4
